record_id,project_id,source_version,run_id,matched_finding_ids,match_status,match_basis,first_missing_stage,reason_code,original_record_id,all_blockers,first_observed_missing_premise,matched_growth_prerequisites,matched_entry_ids,matched_growth_ids,evidence_status,baseline_matched_finding_ids,evaluator_record_id,formal_detected,replay_run
RYVF-APP-STATIC-0001,yangzongzhuan/ruoyi-vue-fast,abdb78dd24c7e514c1c45105edfb5fe0dc6ffe93,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:1d6ee5c95046e0d2c16cfb60""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,RYVF-APP-STATIC-0001,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:lifecycle_family_api_domain_unmodeled"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""reachability:78f249ea7ab26269e6092aef""]",growth,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:bcc0769e03a4ecff50a65e00"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:73f0bc551f45a9aebac974c3""]","[""growth:bcc0769e03a4ecff50a65e00""]",certificate_and_upstream_traced,finding:a6d168cfc5d26c371e941b78,RYVF-APP-STATIC-0001,False,independent-legacy-nonproof-replay-v3
SMQTT-APP-STATIC-0002,quickmsg/smqtt,90c80b0c1cbd2caffe9e6028e7683b0a20a5b850,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,growth_only,entries,ENTRY_DYNAMIC_REGISTRATION_UNPROVEN;GROWTH_SINK_MATCHED,SMQTT-APP-STATIC-0002,"[""ENTRY_DYNAMIC_REGISTRATION_UNPROVEN"", ""GROWTH_SINK_MATCHED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""]",entries,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:4201b92558751cbbd41d4b46"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:9c06098d417865ba5d8aedad"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:055867b0511fbbb639e03220"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]",[],"[""growth:4201b92558751cbbd41d4b46"", ""growth:9c06098d417865ba5d8aedad"", ""growth:055867b0511fbbb639e03220""]",oracle_match_and_upstream_gap_only,,SMQTT-APP-STATIC-0002,False,independent-legacy-nonproof-replay-v3
SMQTT-APP-STATIC-0003,quickmsg/smqtt,90c80b0c1cbd2caffe9e6028e7683b0a20a5b850,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,growth_only,entries,ENTRY_DYNAMIC_REGISTRATION_UNPROVEN;GROWTH_SINK_MATCHED,SMQTT-APP-STATIC-0003,"[""ENTRY_DYNAMIC_REGISTRATION_UNPROVEN"", ""GROWTH_SINK_MATCHED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""]",entries,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:df04c9c590cdb39500f842fe"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:46808259e833ba7928f89914"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:b53a39d0fbf95fe76660f553"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:055867b0511fbbb639e03220"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]",[],"[""growth:df04c9c590cdb39500f842fe"", ""growth:46808259e833ba7928f89914"", ""growth:b53a39d0fbf95fe76660f553"", ""growth:055867b0511fbbb639e03220""]",oracle_match_and_upstream_gap_only,,SMQTT-APP-STATIC-0003,False,independent-legacy-nonproof-replay-v3
SMQTT-APP-STATIC-0004,quickmsg/smqtt,90c80b0c1cbd2caffe9e6028e7683b0a20a5b850,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,growth_only,entries,ENTRY_DYNAMIC_REGISTRATION_UNPROVEN;GROWTH_SINK_MATCHED,SMQTT-APP-STATIC-0004,"[""ENTRY_DYNAMIC_REGISTRATION_UNPROVEN"", ""GROWTH_SINK_MATCHED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""]",entries,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:4201b92558751cbbd41d4b46"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:9c06098d417865ba5d8aedad"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:055867b0511fbbb639e03220"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]",[],"[""growth:4201b92558751cbbd41d4b46"", ""growth:9c06098d417865ba5d8aedad"", ""growth:055867b0511fbbb639e03220""]",oracle_match_and_upstream_gap_only,,SMQTT-APP-STATIC-0004,False,independent-legacy-nonproof-replay-v3
SMQTT-APP-STATIC-0006,quickmsg/smqtt,90c80b0c1cbd2caffe9e6028e7683b0a20a5b850,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,growth_only,entries,ENTRY_DYNAMIC_REGISTRATION_UNPROVEN;GROWTH_SINK_MATCHED,SMQTT-APP-STATIC-0006,"[""ENTRY_DYNAMIC_REGISTRATION_UNPROVEN"", ""GROWTH_SINK_MATCHED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""]",entries,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:6f5547c8742afb5d63277c56"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:af4042e24900f26189c27418"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]",[],"[""growth:6f5547c8742afb5d63277c56"", ""growth:af4042e24900f26189c27418""]",oracle_match_and_upstream_gap_only,,SMQTT-APP-STATIC-0006,False,independent-legacy-nonproof-replay-v3
WGCLOUD-APP-STATIC-0002,tianshiyeben/wgcloud,cfd2066ca44cc9477986ef79a8b6f554af8639cb,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:9175ba4608d89627e458b87b"", ""finding:e16daf309ff4d867f3af65b9"", ""finding:ae62655f7fa678b6f2672a66"", ""finding:2684b1c03766ffc495694dc4"", ""finding:8e780f3ee71c1522e1a05e91"", ""finding:0f047ed8be2315a26d46a885"", ""finding:12194f560421eb8b7060814d"", ""finding:a6d6e1637f52925d355d89f8"", ""finding:d3926e4314886468417c48fb""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,WGCLOUD-APP-STATIC-0002,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""AMPLIFICATION_LOOP_OR_BATCH_UNMODELED"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:lifecycle_family_api_domain_unmodeled"", ""guard:reflection_or_custom_dispatch_not_modeled"", ""persistent_field_container_write:value_driver_unclassified:loop_bound_not_attacker_proven"", ""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop"", ""reachability:3e2cb9979112f414f8c1953f""]",growth,"[{""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:loop_bound_not_attacker_proven""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:102f7a758690286f950ac13e"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:2eeddbe96d724bba1f5be9e1"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:4ef8d9bf670305ade6adec70"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:50d888d16d30360814c7af49"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:loop_bound_not_attacker_proven""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:910910eab41df30cced3e867"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:bbea3b25c2c4778f0350b704"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:loop_bound_not_attacker_proven""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:c4d41bb396e2cdd5ebae0a79"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:d7c94a62f700419b84d3d6cc"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:f1bf55991180552e343b8545"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:f6228d00177278510302bcbf""]","[""growth:102f7a758690286f950ac13e"", ""growth:2eeddbe96d724bba1f5be9e1"", ""growth:4ef8d9bf670305ade6adec70"", ""growth:50d888d16d30360814c7af49"", ""growth:910910eab41df30cced3e867"", ""growth:bbea3b25c2c4778f0350b704"", ""growth:c4d41bb396e2cdd5ebae0a79"", ""growth:d7c94a62f700419b84d3d6cc"", ""growth:f1bf55991180552e343b8545""]",certificate_and_upstream_traced,finding:a1f7016cb2bf942cb269f37b;finding:00723428b75b1ee52c06de6a;finding:44874c735997ec400f81611c;finding:49c3a7f31ec6045dcc3a1349;finding:746e3a41875815dd5961e7e5;finding:69a335f19e3ca5df95237b10;finding:bdaec6c9fcf0abbbe89f10c8;finding:95c69351b0acd0716c2ab241;finding:2a6c8f91ec25169ade16ff0d,WGCLOUD-APP-STATIC-0002,False,independent-legacy-nonproof-replay-v3
XXL-JOB-APP-STATIC-0002,xuxueli/xxl-job,128dd678962b8918b9abf2e82928818b0072ac50,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:4a582f5fdacdea03e714dc6f"", ""finding:daf4221f07800bd096796f99"", ""finding:eab7d2caa4f28e15734136c6""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,XXL-JOB-APP-STATIC-0002,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_CALL_PATH_EDGE_INVALID"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:netty_async_json_dispatch_lifecycle_unresolved"", ""guard:netty_async_json_dispatch_lifecycle_unresolved"", ""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop"", ""queue_or_executor_capacity_requires_contract:single_submission_no_enclosing_loop"", ""reachability:76fc22d3229165a58e1502c1"", ""release:netty_async_json_dispatch_lifecycle_unresolved""]",growth,"[{""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:d94c0d236fb91355785ca236"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""queue_or_executor_capacity_requires_contract:single_submission_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:ef5d4bec40b126e470e0feab"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""persistent_field_container_write:value_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:f72e9e810089898f1ea3fcf7"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:1a687d776326f47e10939d36""]","[""growth:d94c0d236fb91355785ca236"", ""growth:ef5d4bec40b126e470e0feab"", ""growth:f72e9e810089898f1ea3fcf7""]",certificate_and_upstream_traced,finding:0a232add7932aa18ffc548e4;finding:dca827f8340319ad7242e0b5;finding:e65f773c0f4455487e02e9cf,XXL-JOB-APP-STATIC-0002,False,independent-legacy-nonproof-replay-v3
XXL-JOB-APP-STATIC-0003,xuxueli/xxl-job,128dd678962b8918b9abf2e82928818b0072ac50,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:b7eac65de18b5e4dbfe00f85""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,XXL-JOB-APP-STATIC-0003,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_CALL_PATH_EDGE_INVALID"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:netty_async_json_dispatch_lifecycle_unresolved"", ""guard:netty_async_json_dispatch_lifecycle_unresolved"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""reachability:76fc22d3229165a58e1502c1"", ""release:netty_async_json_dispatch_lifecycle_unresolved""]",growth,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:8e40c42dfafab6f420a0ccd9"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:1a687d776326f47e10939d36""]","[""growth:8e40c42dfafab6f420a0ccd9""]",certificate_and_upstream_traced,finding:4ab05a6ad9f9bb09710c4220,XXL-JOB-APP-STATIC-0003,False,independent-legacy-nonproof-replay-v3
XXL-JOB-APP-STATIC-0004,xuxueli/xxl-job,128dd678962b8918b9abf2e82928818b0072ac50,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:56ba9d29221c8fb0f999b953""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,XXL-JOB-APP-STATIC-0004,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_NOT_DOS_RELEVANT"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""bound:lifecycle_family_api_domain_unmodeled"", ""guard:lifecycle_family_api_domain_unmodeled"", ""reachability:fffa4c6beda0b410307959c0"", ""release:lifecycle_family_api_domain_unmodeled""]",growth,"[{""coverage_notes"": [""recognized_netty_full_http_request_string_materialization""], ""coverage_status"": ""complete"", ""growth_id"": ""growth:113823e4ccca6ad45a0ef8da"", ""reason_codes"": [""GROWTH_NOT_DOS_RELEVANT""], ""verification_status"": ""rejected""}]","[""entry:1a687d776326f47e10939d36""]","[""growth:113823e4ccca6ad45a0ef8da""]",certificate_and_upstream_traced,finding:04336765933dcc7480052bf3,XXL-JOB-APP-STATIC-0004,False,independent-legacy-nonproof-replay-v3
apache__druid-DRUID-APP-STATIC-0001,apache/druid,f198b90f3c6d063ec640d00526e49f3710f7bffb3962a57e4c3f805188d434aa,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,entry_and_growth_linked,growth,ASSOCIATION_LINKED;GROWTH_NOT_VERIFIED,apache__druid-DRUID-APP-STATIC-0001,"[""ASSOCIATION_LINKED"", ""GROWTH_NOT_VERIFIED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""request_stream_origin_proven"", ""stream_origin_unclassified""]",growth,"[{""coverage_notes"": [""stream_origin_unclassified""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:cc7e55b51ca6b2f8c1b669a2"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}, {""coverage_notes"": [""request_stream_origin_proven""], ""coverage_status"": ""complete"", ""growth_id"": ""growth:db1242806369b1ad9972bd15"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]","[""entry:3a2dd779eb17d55fce991fc2""]","[""growth:cc7e55b51ca6b2f8c1b669a2"", ""growth:db1242806369b1ad9972bd15""]",oracle_match_and_upstream_gap_only,,apache__druid-DRUID-APP-STATIC-0001,False,independent-legacy-nonproof-replay-v3
apache__druid-DRUID-APP-STATIC-0002,apache/druid,f198b90f3c6d063ec640d00526e49f3710f7bffb3962a57e4c3f805188d434aa,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,entry_and_growth_linked,growth,ASSOCIATION_LINKED;GROWTH_NOT_VERIFIED,apache__druid-DRUID-APP-STATIC-0002,"[""ASSOCIATION_LINKED"", ""GROWTH_NOT_VERIFIED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""request_stream_origin_proven""]",growth,"[{""coverage_notes"": [""request_stream_origin_proven""], ""coverage_status"": ""complete"", ""growth_id"": ""growth:db1242806369b1ad9972bd15"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]","[""entry:3a2dd779eb17d55fce991fc2""]","[""growth:db1242806369b1ad9972bd15""]",oracle_match_and_upstream_gap_only,,apache__druid-DRUID-APP-STATIC-0002,False,independent-legacy-nonproof-replay-v3
apache__hertzbeat-HERTZBEAT-DOS-0001,apache/hertzbeat,6dbf101934fc8a485842c6522185a61e4e64710568cb9eac8dd937502fbd1d60,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:0cb3798b11539d5d076c0787""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,apache__hertzbeat-HERTZBEAT-DOS-0001,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""bound:lifecycle_family_api_domain_unmodeled"", ""guard:reflection_or_custom_dispatch_not_modeled"", ""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop"", ""reachability:0059224400845c91696f2e58"", ""release:reflection_or_custom_dispatch_not_modeled""]",growth,"[{""coverage_notes"": [""persistent_field_container_write:key_driver_unclassified:single_operation_no_enclosing_loop""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:070b5cf41c3f37b68e0790d1"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:816d3b20f57a497d77a30e44"", ""entry:c19a02859627b214e11ab9cd""]","[""growth:070b5cf41c3f37b68e0790d1""]",certificate_and_upstream_traced,finding:0cb3798b11539d5d076c0787,apache__hertzbeat-HERTZBEAT-DOS-0001,False,independent-legacy-nonproof-replay-v3
apache__skywalking-SKYWALKING-APP-STATIC-0002,apache/skywalking,469291a96608d8677ea1b567df5cd46a20d04ee536b3f0cd5985a0e6c37cefa9,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,entry_only,growth,ENTRY_DYNAMIC_REGISTRATION_UNPROVEN,apache__skywalking-SKYWALKING-APP-STATIC-0002,"[""ENTRY_DYNAMIC_REGISTRATION_UNPROVEN"", ""NO_CERTIFICATE_BACKED_MATCH""]",growth,[],[],[],oracle_match_and_upstream_gap_only,,apache__skywalking-SKYWALKING-APP-STATIC-0002,False,independent-legacy-nonproof-replay-v3
apache__solr-SOLR-APP-STATIC-0001,apache/solr,68e31819e84d4e4a6c840b12324fc03f18518dbfc23c043687b7e6e31189000b,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:e41b4e3c2ce590ebd8cd26fe"", ""finding:e8b44b1428052baabcda3361""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,apache__solr-SOLR-APP-STATIC-0001,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:reflection_or_custom_dispatch_not_modeled"", ""guard:reflection_or_custom_dispatch_not_modeled"", ""reachability:3a8bccc7691e35b7d6f8a17e"", ""recognized_byte_array_output_stream_materialization:parser_materialization_partial"", ""release:reflection_or_custom_dispatch_not_modeled""]",growth,"[{""coverage_notes"": [""recognized_byte_array_output_stream_materialization:parser_materialization_partial""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:6328d12be87438281ac4b403"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}, {""coverage_notes"": [""recognized_byte_array_output_stream_materialization:parser_materialization_partial""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:beea21e6879908511290244e"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:89b3948046c3361a535c0877""]","[""growth:6328d12be87438281ac4b403"", ""growth:beea21e6879908511290244e""]",certificate_and_upstream_traced,finding:e41b4e3c2ce590ebd8cd26fe;finding:e8b44b1428052baabcda3361,apache__solr-SOLR-APP-STATIC-0001,False,independent-legacy-nonproof-replay-v3
dependencytrack__dependency-track-DTRACK-APP-STATIC-0001,dependencytrack/dependency-track,0886dc60a365c61fda12c9cb6484fc25df163a5b2fed78ac2b8c784f278949bc,lifecycle-e2e-poc33-api2cn-20260920_003322,"[""finding:48045c80a6f57b6be75c69f7""]",not_detected,certificate_backed_static_unknown_not_positive,conclude,FINDING_CERTIFICATE_BACKED;STATIC_VERDICT_NOT_POSITIVE,dependencytrack__dependency-track-DTRACK-APP-STATIC-0001,"[""A1_REACHABILITY_UNKNOWN"", ""A2_REACHABILITY_UNKNOWN"", ""FLOW_GROWTH_NOT_VERIFIED"", ""GROWTH_COVERAGE_INCOMPLETE"", ""LIFECYCLE_PREMISE_UNRESOLVED"", ""REACH_AUTH_COVERAGE_PARTIAL"", ""REACH_AUTH_UNKNOWN"", ""REPEATABILITY_TRIGGER_SEMANTICS_UNMODELED"", ""bound:lifecycle_family_api_domain_unmodeled"", ""guard:reflection_or_custom_dispatch_not_modeled"", ""reachability:93b4237e391237b59a75d874"", ""release:lifecycle_family_api_domain_unmodeled"", ""stream_origin_unclassified""]",growth,"[{""coverage_notes"": [""stream_origin_unclassified""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:bee3e7cc079dd2a381fe25ca"", ""reason_codes"": [""GROWTH_COVERAGE_INCOMPLETE""], ""verification_status"": ""unresolved""}]","[""entry:05ff48c44e76657070243842""]","[""growth:bee3e7cc079dd2a381fe25ca""]",certificate_and_upstream_traced,finding:48045c80a6f57b6be75c69f7,dependencytrack__dependency-track-DTRACK-APP-STATIC-0001,False,independent-legacy-nonproof-replay-v3
grobidorg__grobid-GROBID-STATIC-001,grobidorg/grobid,000e6768a837ed1bc0a0f53e9c0f9b68ed3e06c5,lifecycle-e2e-poc33-api2cn-20260920_003322,[],not_detected,entry_and_growth_linked,growth,ASSOCIATION_LINKED;GROWTH_NOT_VERIFIED,grobidorg__grobid-GROBID-STATIC-001,"[""ASSOCIATION_LINKED"", ""GROWTH_NOT_VERIFIED"", ""NO_CERTIFICATE_BACKED_MATCH"", ""recognized_byte_array_output_stream_materialization:parser_materialization_partial""]",growth,"[{""coverage_notes"": [""recognized_byte_array_output_stream_materialization:parser_materialization_partial""], ""coverage_status"": ""partial"", ""growth_id"": ""growth:9051e98278eb085925225809"", ""reason_codes"": [], ""verification_status"": ""not_executed_or_unmapped""}]","[""entry:fb585654dd709273d66bc576""]","[""growth:9051e98278eb085925225809""]",oracle_match_and_upstream_gap_only,,grobidorg__grobid-GROBID-STATIC-001,False,independent-legacy-nonproof-replay-v3
