finding_id,project_id,root_cause_key,verdict,evidence_refs,assumptions,review_basis,reviewer,reviewed_at,review_status
family:f91d100ddc08cc3f19ab62a6,apache/hertzbeat,resource:8f4e5d9afdd7900e37e38c39,static_unknown,family:f91d100ddc08cc3f19ab62a6;finding:a63118d5af3de00368bc2f4a;certificate:125a90334ffa4183d98d2e58;growth:bd41ef206c5a763658424e2e;entry:816d3b20f57a497d77a30e44,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:fdd752c619f2c16172fd47d8,apache/hertzbeat,resource:8e943cfe519eecc1dc701506,static_unknown,family:fdd752c619f2c16172fd47d8;finding:02d00534254c1b27e6280566;certificate:1bf5dcf68fcfa9c732b6b6ff;growth:b2f9b75df49a93706a184e57;entry:906f86a9ee6985726709687a,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;BOUND_COVERAGE_UNKNOWN;GUARD_COVERAGE_UNKNOWN;RELEASE_COVERAGE_UNKNOWN;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:9a58807e98775706894c8f00,apache/solr,resource:e8434b05066dbb221d1e129f,static_unknown,family:9a58807e98775706894c8f00;finding:e8b44b1428052baabcda3361;certificate:937d18c62f0807efb3cfa14b;growth:beea21e6879908511290244e;entry:89b3948046c3361a535c0877,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:fbfc6450c3a8e1b9c5a49d89,apache/solr,resource:bb247f4dd4bf98fb0f96cdc6,static_unknown,family:fbfc6450c3a8e1b9c5a49d89;finding:e41b4e3c2ce590ebd8cd26fe;certificate:20af695db1a40415b7893899;growth:6328d12be87438281ac4b403;entry:89b3948046c3361a535c0877,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:44efcbdba84d7048e6e033e3,dependencytrack/dependency-track,resource:c40349234b7c45b981be9c25,static_unknown,family:44efcbdba84d7048e6e033e3;finding:8a51dfcc5ee45db1bb84df58;certificate:045590d0e676f3a1656065e7;growth:8d6cc3af24f037b9c83dbeaf;entry:5aaf66e51fdf8b265bd2ce9a,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:48c4ac867b7178af54f68205,dependencytrack/dependency-track,resource:c40349234b7c45b981be9c25,static_unknown,family:48c4ac867b7178af54f68205;finding:48045c80a6f57b6be75c69f7;certificate:a3d701f724cdfd0b1336fcbc;growth:bee3e7cc079dd2a381fe25ca;entry:05ff48c44e76657070243842,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:641caee5ccd3b63bf14d8ae4,dependencytrack/dependency-track,resource:cbe842c17655ade54c06d4c9,static_unknown,family:641caee5ccd3b63bf14d8ae4;finding:2ca42a8cb69fbc96bb7eefff;certificate:0fed0318c964aa02d87d3565;growth:ac0796189bfb9861cf815725;entry:f2aa856f473edc3b308a11fb,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:904156a37d7eb7a3787c0c04,dependencytrack/dependency-track,resource:80f5a90b6dd08078c2141c04,static_unknown,family:904156a37d7eb7a3787c0c04;finding:1c3269e61cc9ea5c750b3113;certificate:692a002a19728ba3cd9f6278;growth:16e2a8791a8978d612395150;entry:52630494b38ad77aedbb105f,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:a4daac16eea0e64c41e0d002,dependencytrack/dependency-track,resource:9d0485faba8550f33d2902e1,static_unknown,family:a4daac16eea0e64c41e0d002;finding:cfffb7c34b4e39fb5c0b3762;certificate:79d9ce317f716ef3e4f74bde;growth:32d99547bdfcd38195300a4b;entry:3c840e7a9e45614b8b485aed,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:ac02ba4a27e45ec91a0d7f73,dependencytrack/dependency-track,resource:61f67bacd6d7d5fe396dc6c5,static_unknown,family:ac02ba4a27e45ec91a0d7f73;finding:dc0caf9e803cee9c90a1e205;certificate:9584340fe0e6e988ee0a7058;growth:3b6db262197a4ba1156c26fd;entry:aa43e6c7ee535fdd3a58f2fd,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:28a3a5a7e017bd96488755ec,dromara/datacompare,resource:56f3e956b06e30ae22f38482,static_unknown,family:28a3a5a7e017bd96488755ec;finding:27cfc9c1bf128bbfe5bd0f78;certificate:3dd62de116d4b7eb8f75bc40;growth:cf000433b172e06a4b56303f;entry:0828541f4d4d07f24a8d7554,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;BOUND_COVERAGE_UNKNOWN;GUARD_ABSENT;RELEASE_INSUFFICIENT_PATH_COVERAGE;RELEASE_RECEIVER_OR_KEY_MISMATCHED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:38bd976e0524b8f92d618a11,dromara/datacompare,resource:4ce401f52f66a96ed2a6c36a,static_unknown,family:38bd976e0524b8f92d618a11;finding:556b3496920a8fbebe5e9d20;certificate:e6246d8c3a29c521007ab040;growth:332ab767d2e23da50a4ccf1a;entry:cd056ecf013b5e5bcf3f7ad2,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:4d33e97d922355ac9fb7e65d,dromara/datacompare,resource:4ce401f52f66a96ed2a6c36a,static_unknown,family:4d33e97d922355ac9fb7e65d;finding:504c17d8418b9b395ed31b84;certificate:1692c42e44ccd8f1dbbc94bb;certificate:ad1f1b520ccc0f7d5d0cbc75;growth:09cb299efd6ee70aae83e233;growth:0dde12cc35f2cbb5187616da;entry:4383774e76f985d36a029b96,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:53254a6fc007c9dd931a1c1e,dromara/datacompare,resource:d88478e3c80acd07495231f2,static_unknown,family:53254a6fc007c9dd931a1c1e;finding:e33e2a6573d50c860dd28b90;certificate:d89975dd5f35c71cf676b649;growth:8848884bade24565a14c5a32;entry:3ad80f09b617bd9edce9a34a,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:d161c8a81d3ea828e30ac927,dromara/datacompare,resource:4ce401f52f66a96ed2a6c36a,static_unknown,family:d161c8a81d3ea828e30ac927;finding:2d419983df566a73ae2bf452;certificate:cf25d2b32822961d138a5c60;growth:9ab3061753153a750df18397;entry:9a379877bdcfed509018e57a,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:f5227fa6163784557b7b061b,dromara/datacompare,resource:56f3e956b06e30ae22f38482,static_unknown,family:f5227fa6163784557b7b061b;finding:3441dc0f122b502187881d2f;certificate:5dbd4928f9d446ed4fd5e73a;growth:a10399d03dc7e9d0e0b85812;entry:71d51a7c034576ade74c632e,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:f8a4238de1014da81aea526c,dromara/datacompare,resource:095a8ebb25880167ab32d80a,static_unknown,family:f8a4238de1014da81aea526c;finding:aa78bc2e09524b5811d7c155;certificate:c584a88ed0df5e8ad79028d4;growth:095091a7e9cc12e80338ef13;entry:39080d74029ad96a2d918fa5,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:1dd9ed86e81ea38c10281bb1,erupts/erupt,resource:1c4994f0917dfba2cbc477b8,static_unknown,family:1dd9ed86e81ea38c10281bb1;finding:4d692914b2685132b240e73b;certificate:090a68c4bd4053531c21958b;growth:002eda9ef0d23d2241fcf2a4;entry:7bce82aad7da0f8dfc87a7b0,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:35bbfa88d86a7b73653e8557,erupts/erupt,resource:81baae89594a824911e03355,static_unknown,family:35bbfa88d86a7b73653e8557;finding:1c413542c6291f032f824a31;certificate:8e52a5cd36cd03c0ab2f9109;growth:70a597986e1523b35af505a0;entry:8fd2ef0da4f0f626e39fe5b3,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:51e7c05d37edad48e389da24,erupts/erupt,resource:444afbd8baf85463d6de9202,static_unknown,family:51e7c05d37edad48e389da24;finding:b9a3235890e60a32b45d96a7;certificate:9a2992b4b999c956c75ddeb5;growth:6ceae1d19f778307afb58ec8;entry:12d22965eab24a12e6a44892,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;BOUND_COVERAGE_UNKNOWN;GUARD_COVERAGE_UNKNOWN;RELEASE_COVERAGE_UNKNOWN;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
