framework,entry_fqn,entry_file,entry_line,sink_kind,sink_file,sink_line,key_kind,container_kind,axis_r,axis_v,axis_m,axis_c,axis_l,verdict_drd,verdict,evidence
undertow,io.undertow.server.handlers.sse.ServerSentEventHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java,59,container_put,core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java,60,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,io.undertow.server.handlers.sse.ServerSentEventHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java,59,container_put,core/src/main/java/io/undertow/server/handlers/sse/ServerSentEventHandler.java,64,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,Setter<? extends StreamSinkChannel>.set
undertow,io.undertow.server.handlers.PathHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/PathHandler.java,79,container_add,core/src/main/java/io/undertow/server/handlers/PathHandler.java,94,request_derived,session_store,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,"LRUCache<String,PathMatch<HttpHandler>>.add"
undertow,io.undertow.security.handlers.AbstractConfidentialityHandler.handleRequest,core/src/main/java/io/undertow/security/handlers/AbstractConfidentialityHandler.java,44,container_put,core/src/main/java/io/undertow/security/handlers/AbstractConfidentialityHandler.java,52,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,io.undertow.server.handlers.ActiveRequestTrackerHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/ActiveRequestTrackerHandler.java,61,container_add,core/src/main/java/io/undertow/server/handlers/ActiveRequestTrackerHandler.java,65,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,FastConcurrentDirectDeque<RequestStatistics>.add
undertow,io.undertow.server.handlers.DisableCacheHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,29,container_add,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,30,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.add
undertow,io.undertow.server.handlers.DisableCacheHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,29,container_add,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,31,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.add
undertow,io.undertow.server.handlers.DisableCacheHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,29,container_add,core/src/main/java/io/undertow/server/handlers/DisableCacheHandler.java,32,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.add
undertow,io.undertow.server.handlers.ForwardedHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/ForwardedHandler.java,49,container_put,core/src/main/java/io/undertow/server/handlers/ForwardedHandler.java,62,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,io.undertow.server.handlers.RequestBufferingHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/RequestBufferingHandler.java,55,container_put,core/src/main/java/io/undertow/server/handlers/RequestBufferingHandler.java,78,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,Setter<? extends StreamSourceChannel>.set
undertow,io.undertow.server.handlers.StuckThreadDetectionHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/StuckThreadDetectionHandler.java,150,container_put,core/src/main/java/io/undertow/server/handlers/StuckThreadDetectionHandler.java,158,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,"ConcurrentHashMap<Long,MonitoredThread>.put"
undertow,io.undertow.server.handlers.StuckThreadDetectionHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/StuckThreadDetectionHandler.java,150,container_add,core/src/main/java/io/undertow/server/handlers/StuckThreadDetectionHandler.java,172,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,Queue<CompletedStuckThread>.add
undertow,io.undertow.server.handlers.encoding.EncodingHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/encoding/EncodingHandler.java,63,container_add,core/src/main/java/io/undertow/server/handlers/encoding/ContentEncodingRepository.java,77,unknown,persistent_store,Open,Unlimited,Amplifiable,PerElementUnbounded,RebootPersistent,Unconstrained,Irrecoverable,List<EncodingMapping>.add
undertow,io.undertow.server.handlers.encoding.EncodingHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/encoding/EncodingHandler.java,63,container_add,core/src/main/java/io/undertow/server/handlers/encoding/ContentEncodingRepository.java,90,unknown,persistent_store,Open,Unlimited,Amplifiable,PerElementUnbounded,RebootPersistent,Unconstrained,Irrecoverable,List<EncodingMapping>.addAll
undertow,io.undertow.server.handlers.proxy.mod_cluster.MCMPHandler.handleRequest,core/src/main/java/io/undertow/server/handlers/proxy/mod_cluster/MCMPHandler.java,138,container_add,core/src/main/java/io/undertow/server/handlers/proxy/mod_cluster/MCMPHandler.java,165,unknown,static_container,Open,Unlimited,Amplifiable,Unbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.add
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/DirectoryUtils.java,189,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/DirectoryUtils.java,198,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/DirectoryUtils.java,199,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/DirectoryUtils.java,200,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/DirectoryUtils.java,201,unknown,static_container,Open,Unlimited,Amplifiable,Bounded,ProcessLifetime,Context-Constrained,Context-Constrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,242,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,278,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,287,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,301,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,303,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,307,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,310,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,317,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
undertow,<anonymous class>.handleRequest,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,199,container_put,core/src/main/java/io/undertow/server/handlers/resource/ResourceHandler.java,318,unknown,static_container,Open,Unlimited,Amplifiable,PerElementUnbounded,ProcessLifetime,Unconstrained,Unconstrained,HeaderMap.put
